,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C90,C91,C92,C93,C94,C95,C96,C97,C98,C99,C100,C101,C102,C103,C104,C105,C106,C107,C108,C109,C110,C111,C112,C113,C114,C115,C116,C117,C118,C119,C120,C121,C122,C123,C124,C125,C126,C127,C128,C129,C130,C131,C132,C133,C134,C135,C136,C137,C138,C139,C140,C141,C142,C143,C144,C145,C146,C147,C148,C149,C150,C151,C152,C153,C154,C155,C156,C157,C158,C159,C160,C161,C162,C163,C164,C165,C166,C167,STATUS
T1057,0,4.482,0,100.654,0,8.247,114.174,599.655,0,603.234,0,8.101,611.709,5.011,0,100.572,0,8.095,114.515,603.62,0,603.675,0,8.025,612.059,24.188,23.625,23.875,24.625,24.875,24.813,0.73,37.985,1995,37.255,1963.8,1930,1995,-15.337,0.718,28.008,0.172,5.399,-38.889,-35.615,47.498,41.524,1935,38.309,4.833,135.365,30.375,8.48,8.2,47.505,41.351,1935,38.267,4.861,136.16,32.063,-36.824,-32.129,47.493,42.18,1962.5,38.296,4.753,133.117,34.563,8.48,8.24,47.505,41.826,1962.5,38.227,4.805,134.587,36.125,-35.057,-30.505,47.509,43.369,1990,38.815,4.639,129.947,37.813,8.24,8,47.493,42.995,1990,38.745,4.663,130.593,38.938,1.032,39.726,2195.5,38.694,2110,2110,2200,-16.13,0.709,28.008,0.172,5.399,-36.183,-36.029,47.486,41.479,2115,39.607,4.825,135.139,35,8.72,8.4,47.499,41.807,2115,39.622,4.801,134.477,36.25,-37.814,-36.371,47.493,42.405,2155,40.068,4.727,132.395,38.813,8.68,8.4,47.506,42.061,2155,40.001,4.78,133.873,40.125,-35.121,-36.345,47.49,42.692,2195,39.948,4.692,131.419,41.813,8.36,8.08,47.497,42.601,2195,39.896,4.71,131.912,43,0,28.008,0.166,5.399,PASS
T1058,0,10.603,0,99.42,0,8.332,119.949,603.513,0,598.177,0,8.107,605.184,8.764,0,99.708,0,8.031,117.857,598.949,0,597.04,0,8.034,605.275,22.813,22.875,23.188,22.813,23.25,23.313,0.698,37.506,1995,36.809,1948.2,1930,1995,-16.275,0.723,28.008,0.172,5.399,-34.488,-31.928,47.5,40.908,1935,38.37,4.908,137.455,29.625,8.6,8.36,47.506,40.876,1935,38.305,4.919,137.764,31.5,-33.069,-29.616,47.487,42.185,1962.5,38.417,4.745,132.905,33.438,8.64,8.36,47.508,42.173,1962.5,38.355,4.769,133.577,35,-31.869,-28.633,47.495,42.953,1990,38.685,4.669,130.768,36.938,8.32,8.08,47.503,42.671,1990,38.626,4.709,131.886,38.25,0.709,39.446,2192.8,38.737,2121.25,2110,2200,-16.682,0.713,28.008,0.172,5.399,-33.984,-32.881,47.504,41.788,2115,39.905,4.809,134.697,34.5,8.96,8.64,47.496,41.949,2115,39.897,4.781,133.92,35.75,-33.248,-31.789,47.494,42.412,2155,40.037,4.727,132.401,37.625,8.72,8.52,47.506,42.112,2155,39.958,4.774,133.718,38.938,-33.642,-33.189,47.497,42.918,2195,39.952,4.675,130.947,40.563,8.28,8.04,47.5,42.89,2195,39.903,4.681,131.101,41.625,0,28.008,0.166,5.399,PASS
T1059,0,0.893,0,100.144,0,8.226,109.605,603.517,0,600.663,0,8.084,608.502,0.985,0,100.323,0,8.032,109.584,600.416,0,598.022,0,8.035,606.326,22.563,22.313,23.063,22.625,23.938,24.125,1.39,39.711,1993.7,38.321,1930,1930,1995,-13.111,0.688,28.006,0.176,5.401,-39.833,-36.936,47.5,44.944,1935,39.128,4.468,125.134,28.125,8.36,8.08,47.492,44.911,1935,39.066,4.462,124.972,29.625,-38.34,-34.771,47.502,45.061,1962.5,39.669,4.458,124.843,31.688,8.28,8,47.499,44.748,1962.5,39.593,4.486,125.628,33.188,-33.856,-30.915,47.486,45.115,1990,40.214,4.436,124.252,34.813,7.96,7.76,47.499,44.785,1990,40.142,4.482,125.538,35.938,0.399,40.033,2198.65,39.634,2142.4,2110,2200,-15.979,0.674,28.006,0.176,5.401,-33.763,-31.271,47.502,38.698,2115,41.166,5.191,145.378,32.875,8.84,8.56,47.503,38.762,2115,41.109,5.184,145.189,34.375,-33.875,-31.508,47.49,38.008,2155,40.997,5.271,147.616,36.563,8.36,8.2,47.502,37.837,2155,40.858,5.309,148.688,38.5,-34.396,-31.657,47.515,41.207,2195,40.577,4.889,136.934,41.375,7.8,7.64,47.507,40.877,2195,40.487,4.92,137.782,42.688,0,28.006,0.171,5.401,PASS
T1060,0,4.96,0,100.407,0,8.256,114.465,605.986,0,597.496,0,8.108,602.817,5.071,0,99.885,0,8.063,114.07,598.737,0,601.077,0,8.032,609.369,22.625,22.688,21.438,23.063,23.063,23.5,0.907,37.007,1995,36.099,1930,1930,1995,-14.128,0.691,28.006,0.169,5.401,-34.545,-31.557,47.498,40.598,1935,37.421,4.943,138.441,30.125,8.64,8.44,47.508,40.454,1935,37.393,4.972,139.26,31.813,-33.63,-29.931,47.515,40.594,1962.5,37.839,4.963,138.997,34.5,8.52,8.32,47.496,40.631,1962.5,37.8,4.937,138.277,36.125,-32.241,-28.406,47.485,41.401,1990,38.12,4.833,135.361,37.813,8.2,8,47.497,41.248,1990,38.051,4.864,136.237,39.125,0.8,39.508,2196.85,38.708,2110,2110,2200,-14.058,0.691,28.006,0.169,5.401,-35.965,-33.583,47.502,39.761,2115,40.092,5.052,141.503,35.688,8.72,8.48,47.492,39.576,2115,40.019,5.064,141.822,37.125,-34.02,-31.256,47.491,40.236,2155,40.453,4.979,139.458,39.688,8.44,8.28,47.488,39.914,2155,40.35,5.017,140.508,41.063,-34.572,-32.405,47.507,42.489,2195,40.175,4.733,132.57,43.063,8,7.84,47.488,42.271,2195,40.084,4.737,132.668,44.25,0,28.006,0.16,5.401,PASS
T1061,0,1.088,1200,100.275,1591,8.305,109.866,605.67,725,602.152,2217,8.059,610.617,0.979,1200,100.11,1585,8.08,109.509,605.241,767,602.897,2165,8.074,611.172,21.125,22.375,22.75,21.563,22.688,22.75,2.034,40.319,1995,38.285,1930,1930,1995,-16.096,0.702,28.006,0.168,5.4,-39.045,-39.865,47.499,40.662,1935,39.264,4.936,138.254,27.938,8.48,8.16,47.502,40.902,1935,39.27,4.911,137.547,29.438,-35.818,-33.982,47.498,40.805,1962.5,40.29,4.919,137.756,30.875,8.52,8.24,47.501,40.878,1962.5,40.254,4.913,137.608,32.5,-34.03,-30.901,47.494,40.944,1990,41.169,4.897,137.163,34.125,8.32,8.08,47.509,40.849,1990,41.118,4.925,137.946,35.688,0.572,40.676,2199.1,40.104,2110,2110,2200,-16.624,0.695,28.006,0.168,5.4,-39.991,-40.511,47.498,40.124,2115,41.016,5.001,140.076,32.875,8.44,8.16,47.498,40.046,2115,40.977,5.012,140.361,34.313,-39.506,-39.528,47.498,40.578,2155,41.203,4.946,138.528,36.438,8.4,8.12,47.488,40.15,2155,41.1,4.987,139.669,37.875,-35.425,-37.581,47.504,40.952,2195,40.811,4.907,137.434,39.563,8.04,7.76,47.491,40.856,2195,40.753,4.904,137.351,40.813,0,28.005,0.163,5.4,PASS
T1062,0,9.504,0,99.994,0,8.114,118.961,598.003,0,600.346,0,7.993,607.575,6.645,0,99.662,0,8.011,115.603,597.249,0,598.263,0,8.008,606.534,27.313,27.313,28,27.813,28.125,28.063,0.764,37.479,1995,36.714,1930,1930,1995,-15.651,0.701,28.006,0.171,5.401,-35.376,-32.409,47.512,42.27,1935,38.164,4.763,133.409,32.063,8.64,8.36,47.494,42.008,1935,38.114,4.773,133.68,33.75,-35.368,-31.678,47.507,42.148,1962.5,38.388,4.771,133.625,35.813,8.56,8.32,47.514,42.293,1962.5,38.353,4.763,133.392,37.375,-34.037,-29.604,47.506,43.13,1990,38.635,4.662,130.572,39.125,8.36,8.16,47.51,42.93,1990,38.576,4.687,131.283,40.5,0.694,38.172,2198.2,37.478,2125.3,2110,2200,-17.07,0.693,28.006,0.171,5.401,-33.737,-31.418,47.489,39.783,2115,38.966,5.035,141.004,36.938,8.92,8.64,47.513,39.866,2115,38.936,5.052,141.465,38.438,-32.762,-30.234,47.486,40.183,2155,39.069,4.98,139.486,41,8.56,8.32,47.494,40.062,2155,38.977,5.004,140.16,42.438,-36.446,-33.209,47.495,42.231,2195,38.942,4.749,133.009,44.063,8.04,7.8,47.498,41.901,2195,38.859,4.789,134.139,45.188,0,28.006,0.17,5.401,PASS
T1063,0,7.739,0,99.614,0,8.323,117.039,603.936,0,597.602,0,8.12,605.968,7.17,0,99.194,0,8.047,115.695,599.467,0,602.711,0,8.037,611.147,21.438,21.375,21.313,21.313,23.25,23.438,0.631,37.281,1994.03,36.65,1946.57,1930,1995,-14.909,0.715,28.008,0.175,5.399,-33.018,-31.214,47.504,40.782,1935,38.296,4.928,138.021,28.625,8.76,8.48,47.503,40.51,1935,38.243,4.959,138.899,30.5,-31.892,-29.092,47.486,41.55,1962.5,38.333,4.816,134.897,32.438,8.76,8.48,47.515,41.355,1962.5,38.288,4.871,136.441,33.813,-31.68,-28.331,47.493,42.673,1990,38.75,4.698,131.576,35.5,8.44,8.24,47.506,42.622,1990,38.7,4.717,132.122,36.625,0.704,38.624,2195.5,37.92,2119.45,2110,2200,-16.277,0.712,28.008,0.175,5.399,-32.366,-30.234,47.486,40.926,2115,39.651,4.89,136.954,33.563,8.96,8.72,47.506,40.985,2115,39.607,4.906,137.407,35.125,-31.497,-28.979,47.49,41.339,2155,39.758,4.846,135.728,37.438,8.72,8.48,47.489,41.269,2155,39.683,4.853,135.928,39,-35.508,-32.596,47.489,42.406,2195,39.558,4.723,132.287,41.188,8.2,8,47.501,42.308,2195,39.502,4.747,132.962,42.188,0,28.008,0.17,5.399,PASS
T1064,0,12.483,0,99.508,0,8.235,122.019,605.123,0,602.103,0,8.008,610.35,11.587,0,99.704,0,7.996,120.986,603.688,0,601.192,0,8.035,609.538,27.75,27.5,27.75,29.438,29.125,28.938,1.012,38.805,1993.7,37.793,1930,1930,1995,-13.433,0.716,28.006,0.177,5.401,-36.491,-32.814,47.495,43.119,1935,39.184,4.651,130.266,31.5,8.48,8.24,47.497,42.878,1935,39.134,4.68,131.072,33.063,-36.241,-31.736,47.496,43.083,1962.5,39.648,4.656,130.39,35,8.44,8.2,47.497,42.976,1962.5,39.575,4.669,130.774,36.5,-33.469,-29.509,47.502,43.183,1990,39.927,4.651,130.269,38.563,8.16,7.96,47.511,42.731,1990,39.842,4.71,131.92,39.688,1.002,38.971,2198.2,37.97,2123.5,2110,2200,-14.956,0.703,28.006,0.176,5.401,-33.16,-31.397,47.497,41.235,2115,39.491,4.866,136.282,36.313,9,8.72,47.509,41.149,2115,39.46,4.89,136.958,37.938,-32.875,-30.387,47.494,42.092,2155,39.731,4.763,133.401,40.438,8.56,8.36,47.504,42.09,2155,39.673,4.775,133.741,41.75,-34.977,-34.1,47.493,43.715,2195,39.522,4.586,128.439,43.313,8.08,7.88,47.495,43.381,2195,39.44,4.623,129.469,44.313,0,28.006,0.171,5.401,PASS
T1065,0,10.263,0,99.693,0,8.226,119.614,600.984,0,602.589,0,8.056,611.089,10.312,0,99.629,0,8.044,119.587,598.664,0,597.706,0,8.019,605.007,23.313,23.25,23.188,23.25,24.125,24.125,0.867,37.549,1995,36.682,1960.22,1930,1995,-15.999,0.727,28.008,0.175,5.399,-37.578,-34.296,47.497,41.519,1935,37.909,4.833,135.362,29.625,8.44,8.2,47.498,41.261,1935,37.854,4.863,136.215,31.25,-36.569,-32.2,47.512,42.146,1962.5,37.903,4.777,133.805,33.75,8.48,8.2,47.494,42.045,1962.5,37.851,4.768,133.555,35.25,-34.302,-30.521,47.5,43.075,1990,38.415,4.661,130.561,37.5,8.16,7.96,47.497,43.392,1990,38.412,4.624,129.512,38.5,0.285,39.11,2191,38.824,2133.4,2110,2200,-17.417,0.711,28.008,0.175,5.399,-32.255,-29.343,47.504,40.805,2115,40.586,4.925,137.941,34.75,9,8.72,47.504,40.595,2115,40.52,4.95,138.648,36.25,-32.136,-29.111,47.513,41.702,2155,40.45,4.829,135.263,38.375,8.52,8.32,47.508,41.35,2155,40.358,4.864,136.244,39.75,-35.322,-31.927,47.509,43.154,2195,39.994,4.662,130.566,41.375,7.84,7.68,47.51,43.047,2195,39.943,4.675,130.94,42.375,0,28.008,0.169,5.399,PASS
T1066,0,8.846,0,99.426,0,8.322,118.124,597.541,0,602.806,0,8.096,611.274,5.395,0,99.852,0,8.014,114.106,604.041,0,603.477,0,8.008,611.884,22.25,22,22.125,21.938,23.5,23.688,1.149,36.922,1995,35.773,1930,1930,1995,-15.389,0.704,28.006,0.167,5.401,-33.345,-30.088,47.488,40.749,1935,37.314,4.913,137.612,29.625,8.52,8.32,47.49,41.105,1935,37.269,4.873,136.482,31.125,-32.917,-29.096,47.502,41.123,1962.5,37.707,4.885,136.805,33.375,8.36,8.16,47.505,40.767,1962.5,37.675,4.931,138.09,34.938,-31.095,-27.776,47.506,42.071,1990,38.085,4.779,133.837,36.813,8.08,7.92,47.506,41.649,1990,38.019,4.828,135.207,38,0.73,39.005,2198.2,38.275,2120.35,2110,2200,-16.025,0.698,28.006,0.167,5.401,-32.514,-30.706,47.499,39.35,2115,39.907,5.101,142.863,34.438,8.84,8.6,47.508,39.115,2115,39.828,5.142,144.017,35.938,-31.267,-28.751,47.497,39.329,2155,40.136,5.102,142.879,37.938,8.52,8.32,47.507,38.943,2155,40.024,5.164,144.618,39.5,-33.127,-29.864,47.514,41.426,2195,39.979,4.863,136.194,41.688,8,7.84,47.505,41.082,2195,39.882,4.893,137.044,43,0,28.006,0.163,5.401,PASS
T1067,0,1.277,0,100.219,0,8.266,110.072,606.186,0,601.805,0,8.08,610.32,0.851,0,99.475,0,8.01,108.622,598.07,0,597.995,0,8.028,606.288,23.313,21.938,23.313,22.313,23.313,23.188,1.282,39.527,1995,38.245,1930,1930,1995,-14.754,0.711,28.008,0.175,5.399,-38.029,-37.652,47.496,44.208,1935,38.936,4.537,127.084,29.313,8.2,7.96,47.493,43.997,1935,38.887,4.556,127.616,31.063,-38.425,-34.813,47.51,45.04,1962.5,39.25,4.468,125.144,32.938,8.08,7.88,47.496,44.663,1962.5,39.175,4.492,125.806,34.375,-33.153,-31.553,47.499,45.379,1990,39.864,4.423,123.89,36.063,7.72,7.52,47.497,45.431,1990,39.822,4.416,123.683,37.25,0.716,40.233,2192.8,39.516,2116.3,2110,2200,-17.424,0.697,28.008,0.175,5.399,-38.969,-39.424,47.513,41.138,2115,40.502,4.895,137.107,34,8.56,8.2,47.498,41.024,2115,40.446,4.892,137.016,35.438,-40.287,-38.344,47.497,41.51,2155,40.776,4.833,135.379,37.813,8.48,8.2,47.493,41.252,2155,40.694,4.859,136.096,39.188,-37.419,-39.075,47.502,42.483,2195,40.522,4.728,132.421,40.75,8.04,7.8,47.494,42.336,2195,40.45,4.736,132.651,41.813,0,28.008,0.169,5.4,PASS
T1068,0,7.956,0,99.758,0,8.192,117.01,604.421,0,601.638,0,8.038,610.036,6.857,0,99.706,0,8.035,115.824,603.927,0,596.195,0,7.966,603.301,22.75,22,22.313,22.813,23.813,23.75,0.816,38.002,1995,37.185,1930,1930,1995,-15.188,0.703,28.006,0.174,5.401,-38.629,-34.591,47.493,42.458,1935,38.389,4.721,132.232,29.813,8.4,8.12,47.497,42.411,1935,38.352,4.731,132.502,31.438,-38.523,-33.607,47.504,42.122,1962.5,38.583,4.771,133.619,33.875,8.28,8.04,47.488,41.797,1962.5,38.502,4.79,134.159,35.313,-35.897,-31.353,47.5,42.631,1990,38.911,4.71,131.91,37,8,7.84,47.511,42.428,1990,38.859,4.745,132.888,38.25,0.816,39.439,2200,38.623,2110,2110,2200,-15.527,0.688,28.006,0.174,5.4,-35.879,-33.925,47.514,41.526,2115,39.939,4.85,135.842,35.188,8.76,8.48,47.499,41.325,2115,39.873,4.857,136.044,36.625,-35.959,-32.716,47.501,42.282,2155,40.07,4.75,133.032,39.063,8.32,8.12,47.493,41.847,2155,39.962,4.79,134.156,40.25,-36.956,-37.376,47.503,43.836,2195,39.825,4.584,128.377,41.563,7.8,7.64,47.485,43.593,2195,39.759,4.59,128.556,42.563,0,28.006,0.168,5.401,PASS
T1069,0,8.477,0,99.502,0,8.244,117.72,603.042,0,598.109,0,8.048,606.51,7.439,0,99.616,0,8.014,116.135,604.987,0,603.918,0,7.996,612.294,22.375,22.688,23.438,21.625,23.813,23.813,0.932,37.647,1995,36.716,1930,1930,1995,-17.142,0.699,28.006,0.174,5.401,-36.666,-33.075,47.494,41.273,1935,38.099,4.858,136.058,29.875,8.56,8.32,47.497,41.554,1935,38.077,4.828,135.223,31.625,-36.248,-31.956,47.494,41.442,1962.5,38.471,4.838,135.492,33.75,8.48,8.24,47.493,41.043,1962.5,38.383,4.884,136.789,35.125,-34.516,-29.881,47.497,42.209,1990,38.918,4.754,133.136,36.75,8.28,8.08,47.503,41.794,1990,38.837,4.808,134.658,37.875,1.032,39.075,2200,38.044,2110,2110,2200,-18.799,0.696,28.006,0.174,5.401,-35.368,-33.316,47.492,41.13,2115,39.551,4.872,136.458,34.313,8.88,8.6,47.501,40.986,2115,39.51,4.9,137.239,35.625,-35.316,-32.741,47.499,41.928,2155,39.84,4.788,134.1,38.063,8.68,8.4,47.502,41.532,2155,39.743,4.837,135.465,39.438,-34.905,-35.244,47.51,43.466,2195,39.674,4.63,129.676,40.75,8.24,8,47.505,43.248,2195,39.618,4.648,130.19,41.813,0,28.006,0.169,5.401,PASS
T1070,0,6.235,0,99.54,0,8.386,115.123,598.728,0,598.565,0,8.108,606.951,8.22,0,99.73,0,8.017,117.3,605.457,0,598.046,0,8.045,603.726,23.188,23.313,24.25,24.063,24.313,24.375,0.611,37.952,1989.47,37.34,1930,1930,1995,-15.543,0.697,28.006,0.175,5.4,-36.998,-33.802,47.513,42.138,1935,38.497,4.779,133.853,29.688,8.52,8.28,47.513,41.922,1935,38.45,4.804,134.553,31.375,-37.257,-33.022,47.509,42.058,1962.5,38.746,4.784,133.995,33.688,8.44,8.2,47.494,41.829,1962.5,38.66,4.793,134.248,35.438,-34.828,-30.715,47.507,42.58,1990,39.046,4.723,132.278,37.25,8.32,8.08,47.501,42.372,1990,38.987,4.739,132.738,38.625,0.68,38.96,2199.55,38.28,2143.75,2110,2200,-17.076,0.688,28.006,0.175,5.4,-30.905,-28.546,47.514,39.741,2115,40.228,5.068,141.953,34.938,9,8.76,47.498,39.522,2115,40.146,5.078,142.227,36.5,-30.504,-27.999,47.496,40.034,2155,40.172,5.01,140.319,38.813,8.48,8.28,47.491,39.691,2155,40.067,5.048,141.39,40.063,-33.75,-30.99,47.502,42.93,2195,39.94,4.679,131.037,42.313,7.88,7.72,47.492,42.774,2195,39.866,4.686,131.233,43.563,0,28.006,0.169,5.4,PASS
T1071,0,4.436,0,100.079,0,8.253,113.545,604.405,0,603.298,0,8.138,611.676,5.395,0,99.666,0,8.098,113.858,599.403,0,602.681,0,8.065,611.189,22.75,22.688,22.938,23.688,24,24.188,0.655,37.527,1995,36.872,1931.3,1930,1995,-16.154,0.717,28.008,0.174,5.399,-35.524,-32.22,47.504,40.526,1935,38.154,4.958,138.876,29.5,8.52,8.28,47.491,40.591,1935,38.106,4.936,138.24,31.188,-33.575,-30.119,47.495,41.406,1962.5,38.336,4.843,135.659,33.25,8.44,8.24,47.503,41.067,1962.5,38.264,4.892,137.024,34.875,-31.323,-28.11,47.485,42.859,1990,38.729,4.669,130.764,36.5,8.12,7.96,47.508,42.497,1990,38.652,4.733,132.576,37.625,0.524,39.623,2194.15,39.099,2121.7,2110,2200,-16.186,0.708,28.009,0.174,5.399,-36.225,-36.538,47.492,41.101,2115,39.974,4.876,136.565,34.375,8.72,8.4,47.487,41.261,2115,39.969,4.851,135.867,35.75,-35.477,-34.415,47.487,41.79,2155,40.129,4.79,134.154,38.063,8.72,8.44,47.509,41.745,2155,40.073,4.82,134.991,39.5,-34.238,-34.707,47.513,42.823,2195,40.032,4.703,131.724,41.375,8.28,8.04,47.487,41.926,2195,39.906,4.775,133.737,42.438,0,28.008,0.168,5.399,PASS
T1072,0,1.012,0,100.296,0,8.266,109.634,598.271,0,602.674,0,8.062,611.293,1.609,0,100.368,0,8.059,110.51,600.546,0,601.665,0,8.065,610.061,21.5,22.375,21.875,21.875,23.375,23.438,1.375,39.706,1995,38.331,1930,1930,1995,-15.674,0.711,28.008,0.176,5.399,-38.128,-39.553,47.497,42.373,1935,38.888,4.735,132.627,29.563,8.24,7.92,47.493,42.706,1935,38.884,4.694,131.467,31.375,-38.476,-35.557,47.514,43.22,1962.5,39.235,4.66,130.525,33.313,8.16,7.92,47.498,42.883,1962.5,39.174,4.679,131.061,34.813,-33.373,-31.12,47.506,43.927,1990,40.065,4.576,128.182,36.313,7.8,7.6,47.501,43.57,1990,40.002,4.609,129.091,37.625,0.247,39.716,2159.05,39.469,2116.3,2110,2200,-16.194,0.7,28.008,0.176,5.399,-37.388,-38.711,47.503,40.93,2115,40.299,4.908,137.477,33.875,8.68,8.36,47.494,40.846,2115,40.246,4.909,137.488,35.188,-39.932,-38.67,47.514,41.431,2155,40.432,4.862,136.172,37.75,8.72,8.4,47.505,41.15,2155,40.33,4.885,136.823,39.188,-36.35,-37.364,47.502,42.121,2195,39.92,4.768,133.558,41.438,8.36,8.08,47.499,41.934,2195,39.841,4.787,134.067,42.688,0,28.008,0.171,5.399,PASS
T1073,0,4.981,0,99.845,0,8.268,114.148,601.231,0,602.197,0,8.078,610.598,4.661,0,99.689,0,8.045,113.258,598.178,0,603.402,0,8.026,611.754,22.375,23.063,22.688,22.688,23.375,23.188,0.708,37.483,1995,36.775,1930,1930,1995,-15.414,0.698,28.006,0.174,5.4,-37.402,-34.512,47.5,40.909,1935,37.875,4.908,137.471,30.063,8.48,8.24,47.51,41.151,1935,37.848,4.89,136.962,32,-37.217,-33.463,47.488,40.744,1962.5,38.133,4.914,137.627,34.063,8.48,8.24,47.497,40.824,1962.5,38.078,4.915,137.644,35.75,-36.227,-31.637,47.492,41.382,1990,38.404,4.843,135.644,37.5,8.44,8.2,47.509,41.571,1990,38.376,4.84,135.567,38.75,0.447,38.778,2199.55,38.331,2143.75,2110,2200,-16.53,0.694,28.006,0.174,5.401,-36.377,-37.475,47.506,39.169,2115,39.284,5.132,143.755,35.625,8.52,8.24,47.503,39.014,2115,39.208,5.15,144.248,37.438,-36.789,-35.837,47.506,39.367,2155,39.358,5.107,143.033,39.875,8.68,8.4,47.491,39.11,2155,39.252,5.124,143.496,41.313,-34.992,-34.995,47.495,40.683,2195,39.16,4.93,138.075,43.125,8.52,8.24,47.497,40.631,2195,39.102,4.939,138.304,44.25,0,28.006,0.168,5.401,PASS
T1074,0,5.662,0,99.894,0,8.244,114.721,598.575,0,602.644,0,8.144,610.39,8.402,0,99.456,0,8.083,117.318,598.545,0,602.96,0,8.022,611.351,23.25,25.063,23.438,23.5,24.438,24.375,1.209,38.309,1995,37.099,1930.97,1930,1995,-14.918,0.723,28.009,0.176,5.399,-37.498,-33.95,47.501,42.173,1935,38.14,4.762,133.378,29.688,8.64,8.32,47.502,42.512,1935,38.142,4.725,132.351,31.188,-36.637,-31.803,47.49,43.205,1962.5,38.386,4.636,129.853,33.5,8.56,8.32,47.508,43.254,1962.5,38.342,4.651,130.256,34.938,-34.265,-30.073,47.499,44.653,1990,39.144,4.496,125.916,36.75,8.16,7.96,47.504,44.518,1990,39.102,4.515,126.447,37.875,0.233,38.938,2113.6,38.705,2184.7,2110,2200,-17.568,0.713,28.008,0.176,5.399,-32.407,-29.626,47.488,40.879,2115,40.487,4.898,137.178,34.438,8.88,8.64,47.513,40.793,2115,40.435,4.937,138.273,35.813,-31.667,-28.713,47.504,41.688,2155,40.258,4.82,135.002,38.188,8.36,8.2,47.492,41.226,2155,40.146,4.861,136.141,39.5,-33.379,-30.674,47.512,43.816,2195,39.784,4.595,128.702,41.125,7.72,7.56,47.492,43.362,2195,39.7,4.621,129.441,42.25,0,28.009,0.171,5.399,PASS
T1075,0,0.565,1200,100.092,1631,8.376,109.163,597.987,734,602.233,2151,8.114,610.597,0.695,1200,100.165,1622,8.099,109.175,605.517,775,603.752,2147,8.09,612.11,26.188,26.688,27.125,26.813,27.813,27.25,1.487,39.469,1995,37.981,1930,1930,1995,-14.336,0.701,28.007,0.174,5.4,-38.374,-35.78,47.499,42.287,1935,39.007,4.746,132.937,29.313,8.32,8.04,47.502,41.995,1935,38.911,4.784,133.977,30.813,-36.825,-33.192,47.498,42.703,1962.5,39.637,4.7,131.635,32.5,8.4,8.12,47.489,42.357,1962.5,39.528,4.728,132.434,33.875,-34.253,-30.773,47.5,42.982,1990,40.208,4.671,130.835,35.625,8.16,7.92,47.5,43.245,1990,40.139,4.643,130.034,37,0.868,41.413,2178.85,40.545,2110,2110,2200,-13.988,0.696,28.007,0.174,5.4,-35.336,-38.619,47.493,37.033,2115,40.815,5.413,151.603,33.75,8,7.72,47.493,37.623,2115,40.779,5.329,149.242,35.688,-36.152,-39.936,47.498,37.869,2155,41.266,5.3,148.442,38.5,8.2,7.88,47.491,37.455,2155,41.079,5.349,149.821,40.063,-31.377,-32.794,47.486,37.614,2195,40.648,5.32,149.015,42.375,8.2,7.88,47.493,37.25,2195,40.484,5.381,150.703,43.688,0,28.007,0.169,5.4,PASS
T1076,0,0.273,1200,100.514,1683,8.326,109.145,599.415,715,603.624,2213,8.135,612.102,0.392,1200,100.113,1655,8.092,108.804,599.764,783,601.203,2228,8.047,609.602,23.125,22.5,23.313,23.313,24.5,24.625,2.235,40.261,1995,38.026,1930,1930,1995,-16.29,0.712,28.008,0.176,5.399,-36.926,-34.051,47.499,44.121,1935,39.524,4.55,127.438,28.875,8.24,8,47.5,44.041,1935,39.505,4.559,127.673,30.313,-35.807,-33.064,47.488,44.786,1962.5,40.361,4.47,125.212,32.188,8.04,7.8,47.505,44.383,1962.5,40.283,4.528,126.837,33.563,-34.522,-32.381,47.491,44.919,1990,40.918,4.46,124.931,35.063,7.84,7.64,47.502,44.818,1990,40.875,4.482,125.525,36.188,0.446,39.817,2180.65,39.371,2110,2110,2200,-17.085,0.7,28.008,0.176,5.399,-39.845,-41.027,47.501,38.76,2115,40.058,5.18,145.1,33.625,8.32,8,47.495,38.816,2115,39.992,5.166,144.706,35.313,-41.204,-40.389,47.499,38.866,2155,40.084,5.164,144.652,37.625,8.44,8.12,47.493,38.792,2155,39.991,5.168,144.741,39.125,-36.845,-38.351,47.502,39.409,2195,39.619,5.097,142.775,41.313,8.2,7.92,47.494,39.221,2195,39.541,5.112,143.179,42.5,0,28.008,0.17,5.399,PASS
